HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
5	4	4	3	3	4	4	3	5	5	4	2	3	4	5	5	5	2	3	4	2	3	20	1	60	US
5	5	4	1	3	5	5	5	5	1	3	4	3	5	5	5	3	2	4	5	2	3	21	1	100	US
4	4	4	3	3	4	4	4	3	2	2	3	3	4	3	2	2	2	4	4	2	3	17	0	85	US
4	4	3	4	4	4	4	4	4	5	3	2	4	4	5	4	4	4	3	4	4	2	25	1	10	DE
2	3	3	2	2	4	3	2	2	2	1	1	2	4	5	4	4	2	1	4	3	1	21	1	90	AU
5	4	3	4	5	5	5	5	4	4	5	5	5	5	5	4	5	5	5	5	5	5	22	1	100	US
4	4	4	5	4	5	4	5	4	4	5	4	5	5	4	2	5	4	4	4	2	4	21	1	80	US
3	3	4	3	4	3	4	4	4	2	3	3	4	4	2	3	3	2	2	3	2	2	18	1	80	AU
5	3	4	3	3	4	5	4	4	3	4	3	4	4	4	3	3	3	3	4	2	3	20	1	80	DK
5	1	3	3	3	5	1	5	5	3	4	2	3	5	5	5	5	3	4	5	5	3	19	1	90	GB
3	1	1	1	5	5	2	4	2	4	2	2	4	5	4	4	4	2	2	2	2	1	26	1	95	GB
4	3	4	2	3	4	4	4	4	3	2	3	3	4	3	3	2	3	2	4	3	2	20	1	70	US
4	1	2	3	4	1	4	4	4	2	2	2	4	5	1	1	1	4	3	5	4	4	25	1	83	NZ
2	3	4	2	3	4	4	2	5	2	2	3	3	4	5	5	4	3	4	5	3	4	23	1	70	AU
1	5	5	2	1	5	5	1	2	1	5	1	1	5	1	1	1	1	3	5	1	1	20	2	5	US
4	3	3	1	3	4	3	3	3	1	4	1	3	1	4	3	4	4	4	5	4	4	19	1	90	US
5	4	2	4	5	5	4	5	5	2	5	5	4	4	5	5	5	3	5	5	4	3	20	0	88	NZ
2	4	5	4	3	2	3	2	4	4	3	2	3	4	4	1	3	1	4	5	2	3	20	1	70	US
1	1	3	1	1	4	1	1	1	1	1	1	1	5	3	3	1	2	1	4	1	1	21	1	90	US
4	5	4	4	3	5	4	3	5	3	2	4	4	4	5	3	2	4	4	5	4	4	16	2	80	AU
3	5	3	4	3	4	4	2	2	2	1	1	4	4	3	2	4	2	4	2	2	1	18	1	95	US
5	1	1	1	5	5	1	5	1	5	5	5	3	3	1	1	1	1	5	5	5	5	25	1	90	US
4	2	5	4	4	4	1	4	2	2	4	4	4	3	4	3	3	3	4	3	2	3	14	1	80	AU
5	4	4	4	5	5	5	5	2	5	4	4	5	4	4	4	4	1	4	4	1	2	22	1	80	GB
3	3	2	2	2	5	2	2	0	2	1	1	2	4	4	2	0	2	2	2	2	2	22	1	50	US
5	5	4	4	3	5	5	4	4	2	2	4	4	4	5	5	5	4	3	4	3	4	22	1	78	AT
3	4	5	2	3	4	4	2	3	2	1	2	3	5	1	1	1	1	2	4	2	1	0	0	60	GB
2	1	2	4	4	4	1	4	4	2	5	4	5	4	1	1	1	2	2	2	1	2	23	2	80	FI
2	3	3	2	2	4	4	2	2	2	2	2	4	4	2	2	2	2	2	4	2	2	17	1	70	FI
5	1	5	3	2	4	1	5	4	2	5	4	5	5	3	2	4	1	1	2	1	2	16	1	78	AU
2	5	5	3	2	4	4	2	1	1	1	1	1	2	1	1	1	1	2	4	3	1	25	1	95	AU
4	3	3	3	3	4	2	3	4	2	4	5	4	4	4	4	4	2	2	5	3	3	22	1	60	NZ
2	1	1	1	2	4	2	2	2	1	1	1	2	5	3	1	2	1	1	2	1	1	20	1	100	HK
4	1	2	4	5	4	5	4	4	2	5	2	3	5	5	3	4	3	5	4	5	4	25	1	80	US
4	2	2	2	4	2	2	2	4	2	2	4	2	2	3	2	2	2	2	2	2	2	20	1	75	US
2	2	1	1	5	4	3	3	3	3	4	4	5	4	2	1	2	1	2	2	1	1	18	1	75	US
5	4	3	2	3	2	5	4	5	2	2	2	4	4	5	5	2	1	3	4	2	2	19	1	95	GB
4	2	5	2	4	5	4	4	4	1	4	4	5	5	4	2	1	4	4	5	4	4	19	1	88	US
5	2	4	1	3	3	4	1	4	3	2	3	2	4	2	2	2	2	3	2	2	2	28	1	80	FI
5	5	5	4	3	4	4	5	4	0	3	4	4	5	5	5	5	4	4	4	3	4	21	2	80	US
4	2	2	2	2	2	1	2	2	1	2	1	2	4	1	1	1	2	2	3	2	2	18	1	80	NO
4	2	4	4	2	5	5	4	4	4	2	2	4	5	4	4	2	2	4	5	3	3	21	1	70	US
5	1	1	3	4	5	2	4	5	4	5	4	5	2	4	2	4	2	5	4	3	2	21	1	75	GB
3	5	5	4	4	5	4	5	5	3	3	3	4	5	4	4	5	5	3	5	4	4	17	1	90	GB
2	2	2	2	3	4	2	2	2	2	3	4	2	2	2	2	2	2	3	4	2	2	15	1	75	SY
5	1	5	2	5	5	3	5	4	4	5	5	5	5	5	5	5	1	3	1	3	2	28	1	80	US
2	3	2	5	4	4	2	4	5	1	2	3	2	4	5	5	4	2	3	5	4	2	18	1	85	SE
5	5	5	4	4	4	5	5	4	2	4	5	4	4	4	2	2	2	2	4	2	2	19	1	70	NZ
2	2	2	2	2	4	4	2	3	4	1	1	3	4	4	4	2	2	2	4	1	1	20	1	87	US
4	5	4	4	5	5	4	3	5	2	5	3	5	5	5	5	5	2	4	5	3	3	20	1	70	AU
2	4	5	2	4	4	1	2	5	4	2	2	2	5	2	1	2	2	2	2	4	2	19	1	10	SE
4	5	3	2	2	4	5	2	4	4	2	1	5	4	5	5	5	2	2	2	4	1	22	1	87	US
2	2	2	2	4	5	2	2	4	2	3	2	4	4	4	3	3	4	3	4	3	4	21	1	75	AT
4	4	5	2	4	4	4	4	5	2	2	2	4	4	3	4	2	4	4	4	4	2	20	1	39	FI
5	2	4	2	1	3	4	4	5	1	4	4	2	4	2	4	2	2	3	5	3	2	15	1	75	AU
4	3	2	4	4	4	4	4	4	2	2	4	4	4	4	4	4	2	4	4	4	2	24	1	80	US
3	1	2	2	4	4	1	3	5	1	2	1	3	4	3	3	4	2	3	4	2	2	24	1	80	AU
2	1	5	2	1	3	2	4	5	1	5	5	5	5	1	1	2	2	4	5	2	3	15	1	25	US
5	2	5	5	5	5	2	5	5	5	2	1	1	1	2	2	2	1	2	5	5	1	20	2	78	BR
5	1	2	2	2	5	2	4	1	1	3	4	4	4	2	2	3	2	4	5	1	4	20	1	50	SE
4	3	4	3	3	3	4	2	3	4	1	3	2	4	4	3	2	2	2	2	2	2	19	1	35	NZ
4	3	2	2	2	1	3	4	4	2	2	3	4	4	3	3	3	2	4	4	2	3	18	1	80	SE
4	4	5	3	4	4	4	4	5	4	5	4	5	5	4	3	4	3	4	4	4	3	19	1	85	AU
2	1	1	3	4	2	4	3	3	2	4	1	5	4	5	4	3	4	2	1	1	2	19	1	80	AU
5	5	5	3	2	5	5	4	2	1	1	2	5	1	4	5	3	1	1	2	2	3	21	1	50	PL
5	5	5	3	4	5	5	5	5	5	3	4	5	3	5	3	5	4	4	5	4	2	22	1	85	BE
2	2	1	2	1	2	4	2	1	1	1	1	1	2	3	3	1	2	3	2	1	1	23	1	85	GB
4	4	4	3	3	4	2	2	4	3	2	2	1	3	4	3	3	2	2	4	4	2	18	1	80	NZ
4	4	2	5	3	2	4	2	4	2	1	2	4	4	5	4	4	2	3	4	4	3	21	1	70	AU
5	1	3	2	5	4	2	5	4	4	3	4	5	3	4	1	5	2	4	5	5	3	19	1	90	US
5	5	5	4	2	4	4	5	5	2	2	1	4	4	0	4	4	4	4	4	4	2	19	3	70	US
1	2	2	1	1	5	1	1	1	1	4	4	3	3	1	5	1	1	3	4	1	4	17	2	100	AU
4	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	2	1	1	1	2	1	16	1	87	AU
3	1	1	2	4	4	2	5	3	4	5	3	4	4	3	1	1	3	5	5	2	4	19	1	73	PL
4	2	4	3	4	5	4	4	4	4	4	3	4	5	4	2	4	2	3	3	2	2	18	1	80	US
3	3	2	2	2	2	3	2	2	2	2	1	2	2	4	4	2	2	2	3	2	2	23	1	60	FI
4	3	4	2	2	4	4	4	4	2	4	2	0	5	4	4	4	2	4	4	4	3	22	1	60	CA
5	1	4	3	5	3	5	4	5	3	3	1	1	2	3	3	4	3	5	5	5	1	18	1	100	US
4	3	5	4	3	5	4	4	5	2	3	2	3	5	4	3	3	3	3	4	3	2	17	1	30	AU
4	4	1	4	4	5	2	5	4	2	4	4	3	4	5	2	4	4	2	5	3	2	27	1	80	AT
4	3	3	3	3	4	3	3	3	3	5	4	4	4	4	4	2	3	4	4	3	4	18	1	60	DE
4	5	5	3	2	3	5	5	4	4	1	1	2	5	5	4	2	5	2	4	2	3	29	1	50	NL
4	4	4	2	1	3	4	1	4	1	2	2	1	2	2	3	1	2	2	3	4	1	31	1	95	GB
5	5	4	3	4	4	4	4	5	1	1	2	4	5	4	5	5	2	3	4	3	3	18	1	80	CN
3	4	2	2	3	2	4	2	4	2	2	0	2	3	0	5	2	3	3	0	4	2	29	1	75	CA
5	1	4	2	2	5	4	5	4	2	4	3	3	3	3	2	3	3	5	4	4	4	15	1	90	US
4	5	4	5	3	5	5	4	4	2	4	2	5	5	5	5	5	2	2	4	3	4	21	2	80	AT
4	3	2	4	2	4	2	2	5	2	2	3	3	2	4	5	2	4	4	4	4	3	25	1	90	US
2	1	4	2	2	4	1	4	5	1	2	4	4	3	2	2	1	1	1	2	2	1	18	1	88	AT
3	2	3	2	4	3	4	4	2	3	4	2	4	4	4	4	2	4	4	2	2	2	28	1	38	CA
5	4	4	3	2	3	4	4	4	2	3	5	5	5	3	3	5	4	4	5	5	5	18	1	75	RS
3	3	4	2	5	3	4	3	2	4	3	5	3	4	1	1	3	2	2	1	1	2	13	1	80	FI
1	1	1	5	5	5	1	1	5	5	5	5	5	5	1	1	5	5	5	5	5	5	21	1	95	AU
4	2	5	5	5	5	4	5	5	2	5	5	5	5	5	1	1	2	4	5	2	2	20	1	80	GB
4	4	5	1	5	4	4	3	5	2	4	2	3	4	3	1	2	2	2	3	1	2	19	1	40	AU
2	4	5	3	4	4	4	5	4	2	4	4	4	4	2	2	1	2	3	4	2	3	16	1	65	RU
2	1	5	2	1	4	1	1	5	4	1	1	1	4	1	1	1	1	2	4	1	1	16	1	50	NL
3	4	5	2	2	4	2	3	4	2	2	2	2	4	2	2	2	2	2	4	2	2	19	1	100	DE
3	5	5	2	2	5	4	2	4	2	3	1	1	4	5	3	5	2	3	3	2	1	17	1	85	AU
3	4	4	4	4	4	5	4	5	4	5	3	5	5	2	2	1	3	4	5	1	3	17	1	75	AU
3	2	5	2	3	3	2	2	4	1	3	1	4	5	4	2	1	1	2	2	1	1	18	2	85	US
1	1	2	2	2	4	2	1	2	2	4	2	4	4	4	2	2	2	4	5	4	4	24	1	90	US
2	4	4	1	2	2	3	2	2	1	1	1	1	4	4	3	4	3	2	2	2	2	18	1	90	US
5	3	5	4	5	5	4	5	5	2	2	2	3	5	4	4	4	1	1	4	1	1	19	1	90	GB
3	2	2	5	5	0	2	5	4	5	4	4	4	5	4	3	5	5	4	5	4	4	21	1	98	AU
5	2	4	3	4	4	3	4	5	4	1	1	5	4	5	3	4	4	3	3	3	3	19	1	70	MY
5	4	4	2	1	4	3	2	3	4	2	1	2	4	2	2	2	2	0	3	2	1	24	1	90	CA
2	4	5	5	5	5	2	5	5	5	4	5	4	5	5	4	4	5	5	5	5	4	23	1	80	US
5	5	4	5	5	5	5	5	5	4	2	2	3	5	5	5	4	5	3	4	2	2	24	2	90	GB
4	4	5	5	3	5	5	3	4	4	3	3	4	4	5	4	2	4	3	5	3	4	14	2	53	US
5	2	4	5	4	5	3	5	4	5	3	3	3	4	4	3	4	5	4	5	5	4	16	1	100	GB
5	5	5	3	3	5	5	5	5	1	3	4	4	5	3	1	2	4	1	1	1	1	26	1	60	GB
4	4	5	2	4	4	4	4	4	4	4	2	4	5	2	2	3	2	4	4	3	4	20	1	80	GB
4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	3	4	3	3	3	3	3	16	1	75	US
4	1	1	2	3	4	1	4	5	3	3	4	4	4	3	3	2	3	2	4	1	3	18	1	85	MX
1	4	3	1	2	2	4	1	2	1	1	1	1	4	4	2	2	1	3	4	3	3	23	1	60	JP
5	2	5	4	4	4	5	4	5	4	2	3	4	4	4	5	3	2	3	4	5	3	23	1	65	CA
4	4	4	4	2	5	4	3	4	2	2	1	2	4	5	4	5	4	2	4	4	2	32	1	60	US
2	4	3	2	2	4	2	2	2	3	3	2	4	3	2	1	1	2	2	2	2	2	14	2	100	AU
3	5	1	1	3	5	5	3	5	3	1	1	1	4	4	3	1	3	1	3	4	1	29	1	50	DE
1	5	5	1	1	3	5	1	1	1	1	1	1	4	5	1	4	1	2	4	4	1	45	2	95	AU
5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	5	16	1	100	US
4	3	5	2	2	5	4	3	3	2	2	2	2	3	5	4	4	3	3	4	4	2	21	1	70	US
1	5	2	2	4	4	5	1	5	2	2	4	1	5	2	2	4	4	4	4	5	2	19	2	75	JP
4	4	1	1	4	5	4	3	4	3	3	1	2	4	4	4	5	2	1	2	2	1	18	1	90	US
5	1	1	4	1	1	5	1	1	1	5	5	5	5	5	1	1	1	5	5	5	5	21	1	100	US
1	2	4	2	1	2	4	2	2	1	2	2	2	3	2	2	1	2	1	1	1	2	14	2	66	US
4	5	4	2	4	4	5	4	4	3	2	3	3	4	4	4	4	4	2	4	3	2	20	1	75	NL
5	4	4	2	4	4	4	5	4	2	5	4	4	4	2	4	2	2	1	2	3	2	39	1	93	US
4	3	4	4	4	5	4	3	5	3	3	4	3	5	4	2	3	2	3	2	2	2	24	2	90	EE
3	5	5	2	3	4	5	3	5	1	2	3	3	4	3	3	1	2	1	3	2	1	17	2	50	AU
5	3	2	2	3	4	3	3	4	2	1	3	4	5	4	4	3	2	4	2	3	3	20	1	80	GR
2	4	2	3	3	2	2	2	4	1	1	1	1	2	3	2	2	1	1	2	2	1	17	1	95	AU
4	4	4	2	3	4	4	2	4	2	4	4	4	3	4	4	1	4	3	4	3	3	16	1	70	AU
2	4	4	4	2	4	4	0	4	2	2	1	1	2	4	2	1	2	1	2	2	1	18	1	99	US
3	1	3	4	4	4	3	4	4	5	5	4	5	5	4	4	4	3	4	4	4	4	20	1	80	US
5	1	5	5	4	5	5	5	5	4	3	3	4	5	5	5	5	5	5	4	5	4	20	1	98	AU
3	3	4	3	4	5	5	4	4	2	5	5	5	5	2	1	1	1	4	5	4	4	17	1	98	AU
4	2	2	4	4	3	2	2	4	3	3	3	2	4	2	2	1	2	4	4	4	4	20	1	70	UY
5	4	4	1	4	5	4	5	5	1	2	4	1	4	3	1	1	1	2	1	1	2	21	1	90	US
5	4	5	1	5	4	4	4	1	1	1	1	2	4	4	1	3	1	3	1	2	3	20	1	87	PL
5	5	4	2	2	4	3	3	2	3	4	4	4	4	1	1	1	2	2	3	2	3	0	1	80	US
5	4	5	4	2	5	3	4	4	4	5	5	5	5	5	2	2	3	5	4	1	3	18	2	80	AU
2	3	4	3	3	4	5	5	3	4	3	3	5	5	3	2	3	3	4	4	3	3	20	1	5	DM
3	4	3	2	3	3	3	3	4	3	3	3	3	3	3	4	3	3	3	4	3	3	27	1	65	MY
4	2	4	2	3	5	2	4	3	2	2	1	3	4	4	2	2	2	2	3	2	2	18	1	75	AU
2	0	0	0	2	3	2	0	0	0	1	2	2	3	3	2	2	1	1	3	2	2	24	1	3	FI
2	3	4	2	3	4	3	2	4	3	2	2	4	4	2	1	2	1	1	3	1	1	21	1	70	NL
3	4	2	2	2	4	5	4	2	2	2	2	1	2	4	3	2	3	3	4	2	2	18	2	70	VN
3	4	4	3	4	5	3	4	4	4	2	2	3	5	4	4	3	3	1	3	1	1	23	1	70	DE
4	2	5	4	4	5	4	5	5	5	4	4	4	5	5	4	3	4	3	4	4	3	18	1	70	BR
2	4	2	2	4	2	4	2	2	2	1	2	2	4	2	2	2	4	1	2	4	2	28	1	80	PL
3	2	4	3	3	4	2	3	4	2	3	2	3	4	4	4	5	4	2	4	4	2	16	1	90	AU
3	1	2	3	4	3	2	2	4	2	2	2	2	2	4	3	1	1	2	4	4	3	19	1	80	US
5	3	3	4	5	4	3	4	4	5	4	3	5	4	5	4	5	4	4	4	4	4	18	1	100	US
5	4	4	4	3	5	4	4	4	3	2	4	3	4	5	4	4	2	3	5	4	4	24	1	50	DK
2	2	4	2	3	2	2	2	2	2	2	3	2	4	4	2	2	2	2	2	2	2	21	1	83	US
4	5	4	1	2	5	3	2	4	3	2	1	2	2	4	3	4	4	2	3	2	2	46	2	90	US
5	4	4	5	4	5	4	4	4	4	4	4	4	3	4	5	5	5	4	4	5	4	18	1	70	GB
5	1	1	1	4	2	4	4	1	3	2	5	4	5	5	4	4	3	2	3	4	1	23	1	89	BE
2	1	4	2	2	4	4	4	1	2	4	2	4	4	1	1	2	2	4	4	2	2	21	1	85	US
4	3	3	2	1	3	2	4	2	1	4	4	4	4	4	4	3	4	2	1	2	3	22	2	75	JP
5	5	5	2	2	4	4	4	5	1	1	2	3	5	4	4	4	4	2	2	2	2	21	1	50	AU
4	5	5	5	4	4	3	4	5	3	1	1	2	4	4	2	1	1	4	4	1	2	22	1	85	FI
2	2	1	4	4	3	3	2	2	2	4	4	2	4	4	4	4	2	4	4	4	2	20	1	85	IE
1	1	2	4	3	1	1	2	2	5	5	5	2	2	2	3	4	2	4	2	2	4	23	1	90	US
4	5	4	4	5	5	4	3	5	5	3	4	4	5	4	3	3	4	2	3	3	1	17	1	90	KW
2	4	5	2	3	4	3	4	5	4	1	1	2	4	5	3	4	3	1	1	2	1	20	1	70	NL
3	1	4	2	3	2	1	2	3	3	3	2	3	5	4	2	4	2	4	4	2	3	21	1	75	US
2	2	3	2	2	2	2	2	2	2	1	1	2	3	3	3	2	2	2	3	2	2	24	1	1	FI
5	5	5	5	4	5	4	5	2	4	2	2	2	4	5	3	5	4	5	5	5	4	23	1	100	US
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	99	3	100	SE
4	3	4	2	5	4	4	4	4	4	4	3	4	4	4	1	2	2	3	2	3	3	19	1	75	US
5	1	2	5	5	5	2	4	5	5	5	4	4	5	5	4	5	4	4	4	2	4	16	1	88	DE
4	2	4	4	4	4	2	5	5	4	4	5	5	5	4	4	2	4	5	5	4	5	17	1	78	RU
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	21	3	5	NO
4	3	5	1	4	3	4	3	4	1	1	2	4	4	4	4	3	2	1	3	2	2	15	1	75	US
5	4	1	1	2	1	5	5	5	1	5	5	5	4	3	5	3	2	5	5	5	1	21	1	85	FR
3	4	3	2	4	4	4	2	5	5	4	4	3	4	4	2	2	2	2	5	3	2	17	1	70	AU
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	20	1	100	US
5	4	4	3	2	4	4	3	3	1	1	1	2	4	4	4	3	3	1	3	2	2	15	1	80	ID
4	5	5	0	4	2	5	2	5	2	4	4	2	4	4	1	1	2	2	4	3	2	19	1	80	US
2	1	1	1	2	5	3	2	1	1	4	4	4	5	1	1	1	1	5	5	1	3	20	1	95	US
3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	0	3	3	3	3	3	19	1	100	US
3	2	3	5	4	5	4	4	4	4	5	5	5	5	2	1	1	2	4	5	2	4	20	1	95	AU
4	4	2	5	2	2	3	2	2	1	2	2	4	5	4	5	4	4	3	5	4	3	17	1	80	AU
4	5	4	2	2	5	4	1	5	1	1	1	1	1	3	2	2	1	1	4	3	1	19	1	90	US
4	4	4	5	4	5	3	5	5	2	4	2	4	5	4	1	1	2	2	2	2	2	19	1	50	GB
5	5	4	2	2	5	5	5	5	1	1	2	2	4	4	2	2	4	2	4	2	1	22	1	50	GB
4	1	5	5	4	4	2	2	4	5	3	3	4	4	2	2	2	2	5	5	5	4	22	1	95	US
5	5	5	5	5	5	5	5	5	4	1	1	2	5	5	4	5	4	1	1	4	4	18	1	85	AU
2	2	4	3	4	2	2	3	4	2	2	4	3	4	3	2	4	2	3	4	4	2	26	1	70	GB
5	4	1	1	4	5	4	1	4	1	2	1	3	3	5	4	3	1	3	3	4	1	26	2	60	FI
5	4	5	3	2	4	5	3	5	2	2	2	2	5	4	3	3	0	2	4	4	2	23	1	78	GB
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20	2	90	SE
5	5	5	5	5	3	5	5	5	5	3	1	5	5	4	1	1	1	1	5	1	1	17	2	100	US
5	1	4	4	5	5	5	5	5	3	4	5	5	5	5	5	2	1	5	2	5	4	20	1	70	GB
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20	2	100	SE
4	4	5	2	4	4	3	4	5	4	4	4	3	5	3	1	2	2	2	4	1	1	20	1	100	GB
2	1	4	2	5	4	4	1	2	4	2	2	2	4	2	2	1	2	2	4	2	2	18	2	95	US
3	4	4	4	4	5	4	1	5	2	2	1	1	3	4	3	4	4	4	2	1	1	16	1	70	KW
4	4	2	5	2	4	3	3	4	3	2	2	4	4	4	4	4	3	2	5	4	4	18	1	85	SE
4	4	4	2	1	5	4	1	4	1	1	1	0	4	5	5	5	1	3	1	4	1	19	2	60	NL
4	4	2	2	5	5	5	5	4	2	5	5	4	3	2	2	2	3	3	5	4	4	30	1	87	FI
4	2	5	4	2	3	3	1	4	2	1	1	1	2	4	3	4	2	4	5	4	4	23	1	90	CA
5	5	5	2	5	4	5	5	4	3	4	2	4	4	4	2	2	3	1	3	2	2	25	2	80	MY
3	5	4	2	2	5	4	2	5	1	1	2	1	5	5	3	4	4	4	3	3	4	20	1	80	US
4	4	5	2	4	4	4	4	5	2	1	2	2	3	4	4	2	2	1	4	2	1	18	1	90	US
4	3	5	2	3	4	3	3	4	2	4	4	4	5	3	3	3	3	3	3	3	1	18	1	80	US
3	3	2	4	5	5	5	5	4	5	5	1	4	5	3	1	2	1	1	1	1	1	14	2	70	KW
3	3	4	1	0	2	4	1	3	1	1	1	3	1	3	4	4	3	1	1	1	1	18	1	49	FR
3	1	1	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	24	2	60	IS
4	3	4	1	3	4	5	5	3	1	3	2	4	3	4	2	3	4	5	4	2	4	18	1	84	US
4	4	5	2	3	4	2	3	5	3	3	3	4	5	2	2	1	1	1	4	1	1	20	1	40	NL
4	2	2	2	3	4	4	4	3	2	2	2	4	3	4	4	3	2	2	3	2	2	69	1	69	US
5	3	4	4	2	4	3	5	5	1	4	2	2	3	5	2	5	3	3	4	4	1	19	2	90	MX
1	1	3	4	5	4	3	4	5	5	5	5	4	4	3	2	3	4	4	5	4	4	17	1	80	US
1	1	2	2	2	5	4	2	4	1	4	2	5	5	5	4	5	4	5	5	4	4	19	1	80	AU
5	1	3	1	4	5	4	3	5	1	4	1	3	5	3	2	3	3	3	1	1	1	18	1	95	US
4	2	4	2	2	4	4	2	4	2	2	2	3	4	4	4	3	4	2	4	2	2	19	1	85	GB
3	2	4	4	4	3	2	4	4	3	4	3	4	5	2	2	2	3	2	4	2	3	26	1	60	US
4	4	5	2	5	2	2	5	4	4	5	4	4	4	4	2	2	2	2	4	4	2	21	1	75	GB
0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	15	1	100	GB
1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	0	31	3	111111	RS
3	1	3	4	3	4	3	3	4	2	2	1	2	3	4	2	4	2	3	4	3	3	19	1	85	MX
4	1	4	3	2	5	1	1	4	5	4	3	3	4	2	4	3	2	5	5	4	4	17	1	98	GB
3	4	4	1	1	4	4	2	4	1	1	1	1	4	4	4	1	1	1	1	4	1	36	2	90	DK
2	1	2	2	3	4	3	1	4	5	2	4	4	4	3	2	2	4	2	1	1	2	25	1	50	BG
4	2	4	5	3	4	4	4	5	1	4	4	4	4	3	2	4	3	4	3	2	4	20	1	80	LU
4	5	4	1	3	4	4	4	4	1	3	2	3	4	5	5	4	4	0	1	3	1	23	2	88	PK
4	1	3	3	4	4	2	4	2	2	3	2	4	4	3	1	4	1	1	2	2	2	20	1	75	FI
2	2	4	2	3	2	4	2	4	2	1	2	4	4	2	1	2	2	4	2	4	2	20	1	75	DE
5	2	3	4	4	5	4	5	5	3	4	5	5	5	5	4	5	5	5	5	5	4	36	1	90	GB
4	4	2	3	2	5	4	4	4	2	1	1	1	3	4	3	4	2	2	4	4	2	17	1	90	US
1	1	1	1	5	3	1	5	1	5	5	5	5	5	3	2	1	1	5	5	5	5	12	1	20	US
4	1	2	2	2	2	4	3	4	1	2	2	2	3	3	4	2	2	1	2	1	1	17	1	90	GB
4	1	4	3	1	3	0	4	4	1	5	4	4	3	3	3	4	3	4	5	1	4	18	1	98	IE
3	4	4	3	2	3	3	2	4	2	1	1	1	1	2	3	1	1	1	1	2	1	15	2	90	US
3	4	3	4	3	3	3	5	4	4	2	2	3	2	5	4	4	2	2	3	4	2	32	1	80	SE
4	1	3	2	4	4	5	4	1	2	2	4	5	4	4	2	4	2	4	4	2	2	23	1	57	US
5	3	4	2	1	4	4	3	4	2	2	3	4	5	1	2	2	2	1	2	2	1	15	1	50	CA
4	4	5	5	4	3	4	4	4	4	4	4	5	4	5	5	2	4	2	4	4	4	21	1	85	RU
4	4	3	2	4	2	4	4	4	4	2	2	2	3	4	4	4	3	1	4	4	1	38	1	99	US
4	2	5	3	4	4	4	4	5	4	2	2	3	5	4	4	2	3	3	4	2	2	18	1	70	GB
5	4	4	3	5	4	4	5	5	2	4	4	4	5	4	4	4	3	4	3	2	3	20	1	80	GB
4	2	2	2	2	2	3	2	3	2	1	2	4	2	2	3	2	2	4	4	1	2	17	1	60	GB
4	5	5	1	1	4	5	1	5	1	1	1	1	1	5	4	1	2	1	1	2	1	18	1	80	US
5	3	4	2	5	5	5	5	5	2	1	4	3	4	2	2	2	3	4	4	1	3	19	1	50	GB
4	4	4	2	2	4	4	2	5	2	2	2	5	5	4	4	4	3	5	5	4	5	17	1	98	US
2	5	4	2	1	4	4	3	5	1	2	2	4	3	4	4	1	4	4	4	4	2	17	1	46	CA
5	4	4	4	5	5	4	5	5	5	5	5	5	5	4	4	5	4	5	5	5	5	45	1	95	GB
3	4	3	3	1	2	4	2	4	2	1	2	1	2	5	4	2	1	3	4	4	1	20	2	75	GB
3	3	4	4	2	4	5	3	4	3	1	2	4	5	5	5	4	3	4	4	5	4	18	2	75	US
4	5	4	2	1	3	4	3	4	1	1	1	1	3	4	4	4	4	4	3	4	3	18	2	90	MX
4	4	5	2	4	5	1	1	2	1	1	1	5	4	5	1	3	1	1	1	1	1	22	1	85	US
4	4	5	2	2	4	4	2	4	4	2	2	2	4	4	2	1	2	1	2	2	2	16	1	20	GB
4	4	4	1	2	4	3	2	2	1	1	3	1	4	3	4	3	2	1	2	3	3	19	1	88	SE
4	4	2	4	3	4	5	2	5	4	4	2	3	4	5	5	2	4	5	2	4	3	25	1	90	US
5	5	5	1	1	5	5	5	5	1	1	1	1	5	5	5	5	5	1	1	5	1	30	1	100	US
2	4	4	2	4	3	4	2	3	1	1	2	2	5	1	2	3	4	1	1	1	1	17	1	85	US
2	1	4	2	4	4	3	3	3	2	4	4	4	5	1	2	1	1	3	3	2	2	16	1	67	NL
3	4	5	2	2	3	4	2	4	1	1	1	1	3	3	2	1	1	1	4	2	1	16	2	90	GB
4	1	2	4	2	3	2	2	3	1	4	2	4	5	3	2	2	1	4	5	5	4	19	1	90	GB
